,VRF,RF_FR,BF_WR,BF_FR,BFI_FR
0,13.945458825361964,12.018286813021632,14.882238936099627,11.951566702662245,14.802691686095226
1,20.001232029263072,19.395817316935396,20.24146106748636,18.5100789167946,34.509756344187736
2,12.727789444499152,10.981156729912954,12.544168849988111,12.608271234460565,15.790270815730407
3,15.554124980122292,14.965147196002965,15.768266332297031,16.388860591755456,14.637183318683219
4,17.88039533483684,14.014514611985302,18.221849702473612,12.663385784096779,13.946694446886754
5,14.039948179105199,17.180073221572087,14.024706022784015,17.12238913405756,22.122168254445526
6,14.681416513974696,14.428669492972562,15.019689689167382,13.83027605618989,16.95492186700202
7,17.090650340828493,17.372218324444507,17.025423988743558,13.955904409379533,22.412512074287598
8,14.147261619678442,13.569667830100096,14.837346795872485,15.321890976770293,21.835461191776826
9,16.933661417311043,18.1745082150374,17.277025960628727,15.09234603316369,18.524526450793267
10,17.594503613800946,11.736727835694028,17.932672589346083,10.190842157954615,14.664817021315766
11,19.73588434477608,16.376608396567185,19.942886816113507,14.986393747249448,24.100578220690814
12,17.534262789448885,12.117587343907925,18.387718942980598,12.280627345774487,15.510495181490498
13,20.92192016313075,16.074483872860604,19.86453455344727,16.49627958098332,22.555835421155283
14,14.770915186138625,13.373387450824982,14.610775630786671,13.026245226572556,14.515196640628906
15,19.962500524760298,16.84900010640464,19.43616950654803,18.254742021839363,15.981286566568945
16,13.979447070027721,15.821147967633607,14.315000866809099,14.45637330590968,20.633076533913147
17,12.644539961539138,12.821483883913464,12.613894102023517,14.249817677020886,19.700508178032425
18,17.32353539251353,12.93385098751122,17.398857294521715,11.753896575805518,12.555887260440933
19,15.177293398887615,14.90588895005772,15.191427033426082,14.743514911958723,18.504456885478803
20,19.501086912174035,19.765689241288108,19.55841946088813,19.405265586248657,25.68056153127979
21,14.879240467555688,19.81566715598533,15.468668063669162,20.377591533935735,20.880136778080182
22,14.148738812717793,12.030787494962297,14.684017449410234,12.696297272677027,14.243296817601136
23,18.3307140813467,14.502176749170259,17.33128469756814,15.602685133763703,17.061432118978452
24,22.02685822414207,20.305583595972468,22.306264449767486,18.425855664055803,24.083826845089913
25,20.74087346721454,17.258631381235446,21.00879162392151,17.418484451396544,17.736370099611708
26,11.557583038517166,14.903730696831317,11.847415660742888,14.871328301901672,25.08441749894811
27,13.099260135726789,14.03363128234709,13.147826756644854,14.40176252180156,16.155182648185875
28,13.819459316573266,14.407162458264354,14.120288518049056,13.592228601650039,16.41910719431206
29,18.11300093673441,16.364230570083194,17.898597905209765,15.52574157009235,22.72788263395117
30,16.9605698487685,14.509294684401059,16.725991429043205,14.065411659164008,16.750135162991494
31,10.934439606755108,9.837216827341795,11.202374174507675,10.088665798553535,11.843087580755805
32,16.004612682436722,15.704270631510937,15.143297558203543,15.057633977399353,19.936098461685965
33,17.98449533898416,15.229661486249116,17.848208926771633,12.909297629979706,16.952716816246802
34,16.402665251478567,17.78544322230383,16.705896795176354,20.459909073783535,19.13552462036459
35,17.906462346030228,16.882776816006807,18.177875782246964,17.056017854453728,20.924757642133926
36,12.118554783545646,14.587684093501812,12.993810363651084,10.729103729659828,28.6638691295552
37,19.878625192087245,16.67237542640397,19.40574732453913,18.547668161611416,16.470892779620407
38,18.373569212744226,18.669376727525012,18.871254625310563,16.93090013324124,24.025480284070078
39,17.920122405416055,18.62232579266261,19.293241867656352,15.16665913484212,20.402264452063154
40,18.663641747927617,18.126442584091915,18.870312974287465,15.413653106567072,25.74419583242456
41,16.89228672068954,17.11765696767673,17.02692396757762,18.520427945798186,18.49862381741057
42,24.048768259702566,21.970372751171332,23.572764446279077,20.096969363781884,28.12368523387448
43,15.408446812782323,14.70643839504449,15.885610889097967,14.63926683296429,16.85955517158228
44,14.996429042718091,13.430577872159668,14.985743024226359,14.433025810881537,15.425256365268705
45,19.39139611862588,14.566357122827533,19.84470554376685,13.847253429383606,20.055837903782678
46,22.61285352923443,18.675938531706727,24.120450127609793,18.80583773660672,19.867256701347227
47,19.401847515170015,16.178036376467794,19.353087537332023,15.967874996742813,16.074659993211323
48,14.874586939053286,14.618293434172788,14.802428902018766,13.13297476965594,15.85138616031559
49,16.03784575395358,10.880393138560732,15.5361839705491,11.58390679097856,10.787046217260599
