,Rand_FR,Trace_FR,KFCV,SPCV,Test
0,0.39769542157293425,0.37251913828221916,0.1474722730002634,0.31942045408735686,0.47075615229374995
1,0.5015030676490132,0.46567411111620777,0.15125266684356978,0.3282890471118087,0.3940440417949329
2,0.5716223446377378,0.5101691114966453,0.1551060306731747,0.33154626776053303,0.4324089003736971
3,0.37490432701143106,0.4012568397583736,0.14930255329213232,0.29695742101323874,0.38840933743797906
4,0.499286502901793,0.4962179474289532,0.16105859251837196,0.3307760102938029,0.3733082831218811
5,0.6854839517791356,0.6595446310312935,0.15927251003173115,0.40691375435071553,0.47430910426850975
6,0.40840899716924894,0.44483872884480874,0.17065616900712094,0.410491131717868,0.4396725999371015
7,0.5631670260249946,0.6080770558725634,0.14671612363052655,0.3962584588764595,0.4417961202184368
8,0.5175541768742179,0.5256059803004617,0.14390747356270095,0.325094611668716,0.6472320223019904
9,0.4896409725436818,0.4579905978917077,0.16158836532048074,0.390312978728862,0.772298533200434
10,0.5825420304407938,0.554495225857005,0.16392921798013088,0.5017146843901098,0.5083551359266196
11,0.43162463874233986,0.4260706091707128,0.1479927323515942,0.3718367211388746,0.41110990349027915
12,0.5642275136756331,0.5794390173055752,0.132518075712501,0.3628083376703236,0.6357955974332186
13,0.6002713376286961,0.5742304208847866,0.14826580514314153,0.31106001261235544,0.474111057857871
14,0.3961776150854538,0.41005242006242393,0.13867858894534804,0.30496689703525365,0.5172358531450026
15,0.5186545786858621,0.43640612568991033,0.1389292297110283,0.28554573861310584,0.3310064206334158
16,0.4589870245805839,0.49086445972744686,0.1549792083637663,0.31658153545098766,0.584967336029595
17,0.5003605887236149,0.5126779745224169,0.1536096205768132,0.3210103249436195,0.6854765650525887
18,0.5742523672474134,0.5324773570960358,0.14698571539353078,0.3094861223356196,0.5872268502866047
19,0.518577012783849,0.5025211800259594,0.13972682981212145,0.378672413570163,0.5588001389627574
20,0.40386591433226005,0.44098491141627016,0.1498364769095385,0.3181795365696545,0.4522062785630523
21,0.4336344781709107,0.45496110612055685,0.13378269505872575,0.3667421617662315,0.7747546914295967
22,0.5016859120418238,0.5088577114506203,0.15983733555288349,0.37878583291600504,0.524911060609134
23,0.45651684099090245,0.44272583909182933,0.15409159895847807,0.33181255628062367,0.7093103738162051
24,0.4907029778507505,0.5019747812984127,0.15854422456116574,0.3513305653633806,0.6065250262505292
25,0.5567287439178872,0.4807946369662378,0.1590203354711867,0.3177649345003018,0.4982647629704156
26,0.6776020888372961,0.6301741430374548,0.15430074781940034,0.6037674827121501,0.3927719602229049
27,0.4923630239761089,0.4649424117311228,0.16159164101545326,0.33947294771419745,0.5850443535203897
28,0.604226044080155,0.5731070300426644,0.13784629033333923,0.3241808514391287,0.7404009098243866
29,0.38660684437425824,0.4015204325262955,0.15252972767029754,0.3927548427196593,0.5039750278796665
30,0.5849903301272688,0.5531017189999602,0.14354635494050716,0.3064606712122192,0.5416955999644046
31,0.5228165021337499,0.5189463667701121,0.15121888741017048,0.32933249903285894,0.4347951337831243
