,VRF,RF_FR,BF_WR,BF_FR,BFI_FR
0,36.129818775252495,31.55962362285494,34.90124145297213,104.39007157481969,49.48533925526167
1,36.06160561059241,41.09105537147846,42.62644362095835,45.56401383654358,53.778918945953045
2,37.860034210442805,61.21170841794746,39.65442139096157,35.60408263172161,48.208081529873
3,34.35989851197612,37.17186530859556,44.599492767769924,73.11328151585882,46.91084436403467
4,37.396644915199964,48.572725873077246,37.29220278654974,46.948936755425876,86.35391818306327
5,34.06187888588969,38.38915737066477,38.643739937272144,58.62074004216117,60.08476326663148
6,40.68790113785912,45.32214575180128,56.62025577994162,84.29929982790546,45.561426834358194
7,33.07983312179252,53.95985016081429,48.52898144221244,33.93646830144774,35.08835476853213
8,32.28698283255331,42.5662126819089,40.37911995870971,45.99057458095309,46.56703937991321
9,30.41929052739511,88.76381886789297,46.65944012274504,45.5338977628594,53.93188983188841
10,27.527672474464065,76.7506892001755,35.41595732154275,48.63210857770948,42.26519837920212
11,43.33457136277403,47.38118740076014,41.81239999122964,58.78145532137685,42.57076255524884
12,33.43027826163496,36.05637824937855,52.33135121567004,43.4766131001826,29.646317345504126
13,38.689287601803294,61.968748503040956,43.27660468677943,40.44676260468273,52.32503257843299
14,28.51993920680387,43.40208348158797,43.885942199524095,87.33729345877383,116.8400930541342
15,43.38914924867523,54.64739000785386,62.744348175066115,51.80823790329576,62.37874073256073
16,39.29192168863652,59.169377915774916,45.06491346776514,140.0657356685584,79.35050575064456
17,27.14719024041129,55.28174595298954,37.47694787331875,60.011402789082894,81.9662588170351
18,30.389894843149193,48.054244217466504,38.359072334901235,54.176272065613354,52.94229485159654
19,30.948352066902775,122.66424521969752,40.46787421874259,51.71274822288383,63.163766442332594
20,34.75595229767484,74.79436536724994,43.41489460212091,41.16567133129634,67.29713771009469
21,29.831353405736987,51.55732740866291,46.3353865081819,54.08320866144904,40.42321708402504
22,33.281017683372546,50.66891922770037,46.044561177441985,62.009180041771636,87.54317091217622
23,38.313290160269716,87.01818220810213,44.854226212456645,52.733436827664285,139.76459542604996
24,37.559177142228904,64.84533284765375,43.956920721876145,41.77012106770991,47.780326591029095
25,27.93138633911171,37.555114279879035,33.67563752090662,122.96472707588055,56.31256967399673
26,26.526286142844288,43.72920432894842,43.8379138547853,38.32018179733839,34.02562497244168
27,33.50602047157431,70.95476886032236,42.485766056683644,49.748914869891486,48.50535704091032
28,33.66370534416011,50.76284547617989,40.27307938783755,114.25349208388049,116.35017871477358
29,26.581484939974676,35.756580078363264,34.82155758314718,31.16442724978658,49.767563274101356
30,27.11691859728071,53.6788686250471,34.55129896058672,119.26404237078022,82.00478177502988
31,30.735390536479915,37.219883382446,39.90933493966891,47.01125813158252,45.90550491704926
32,36.96368145866441,76.38635110162085,35.95582172442975,46.13208897119161,61.75653843092389
33,29.727304412672268,39.83309203956747,37.8225504008534,42.368608004356176,60.15599424925289
34,29.619424631940493,87.59892510601308,35.519696328322354,43.71278324122884,47.84216576081086
35,28.871246685570693,54.99231430457096,35.049939511987496,44.45899328738267,49.56051256736087
36,35.31332062189229,33.30878993049695,55.09987301492396,32.24145297655126,33.5739181198198
37,34.38657473075741,46.48761802875624,41.287178542370526,48.722169617074755,52.12470955397297
38,26.028428119814556,55.782232749160954,26.00904302869548,51.540088601447756,39.11832625536608
39,33.480175970510665,62.18585298661924,45.956738150317804,39.487397734523796,57.45139500589599
40,42.68849809680923,36.059222813079394,45.45187792470709,88.6666427947778,50.672873401249426
41,31.13235624705576,37.76641241151271,48.866339004405816,77.10974558730989,37.89351774219778
42,31.501131042260326,41.03959846971148,50.87570095795256,96.09732535533735,100.21159045321087
43,34.65382948893005,40.679574681774405,51.9833074701165,48.35565896193338,52.88030274116584
44,33.30825644292106,44.17277192736755,44.37625593565513,42.324947175012554,45.51758538146569
45,36.954007692527746,48.12850219111186,33.542067759105606,48.5462977497509,49.202793908257966
46,25.727750478380592,63.28446392803747,29.424874096584837,49.56509128600827,35.66105936620475
47,36.01449272306963,34.94606162153521,35.078594742497316,48.50453216327729,47.59085657964699
48,32.833185762956944,64.1254607319235,50.43172889241946,42.10672698378952,34.31881617684862
49,33.182459118264084,43.28253675002033,43.86084955209382,47.2752432475805,83.08631849124174
