,VRF,RF_FR,BF_WR,BF_FR
0,12.505667402480052,20.160607505635973,13.475137909879725,17.15408526010651
1,9.59392694725968,13.772618953757537,10.572397004716484,16.988296848101406
2,9.031346692434411,9.076792235575287,9.877015207781781,10.688402561376964
3,10.290331466284398,11.506635256630663,11.682572348889192,23.513111314697895
4,14.162141880607232,15.678597709327732,15.610023851201262,19.24769169605544
5,12.168113189245764,13.225965774604385,11.543829286665146,14.575359661875515
6,16.662036220848773,17.886970574736363,16.877462186285378,32.42092633009078
7,13.462818372636553,13.79183035715949,14.998932444332866,14.142821639986478
8,9.849513690416584,10.85974969462563,9.584278404839335,8.51962221453361
9,10.434165415672332,10.519823496299093,11.866171787955512,19.172898813497984
10,13.753913095821577,17.953058436796926,14.234308567971917,26.26209823142799
11,8.849028603817382,10.291094668778333,9.345861032288555,11.609899155639505
12,12.570535496911502,16.334663892203,13.315261705407135,25.64984299432419
13,13.245122624232701,16.771874634503295,12.96301385623237,20.623755572076412
14,9.892831507073307,11.732168366149626,10.70834056812705,11.39368792084552
15,14.044642388635369,15.912062499471789,14.199616397578875,15.704052739484336
16,12.820707086128042,14.069117783542286,13.990693555409026,16.871351840453556
17,12.172878939401063,13.092873366833295,12.855405234576853,14.089870886205313
18,13.090067890145935,11.602714511790708,14.554104282580605,12.88439424805603
19,10.347458069242494,13.280462229349835,10.5637735765953,18.769134241058477
20,17.764368161216826,11.910751713413493,19.948772419316995,15.485152800835209
21,14.444084011774045,16.880187262639147,16.01551026851033,21.27711683012893
22,11.704140291543352,16.016279413999058,12.31497104427317,16.599220586266703
23,15.595211707318686,24.405672469466886,17.367582325853103,29.177705560764153
24,19.963662742676153,15.484480298441952,19.263242485940058,14.58511768243311
25,11.807439723542698,10.404017394775785,11.47848452310741,12.115858514346922
26,14.250236407200253,13.69041314198954,14.97474192723532,19.52055471791736
27,14.363612639348842,18.334503775746533,15.264149365488496,16.961323812992056
28,12.87864658143253,14.149518545220213,13.401791223523853,16.52203738329443
29,12.111823389698497,12.28540968965651,12.449578013382279,20.323915414963867
30,11.72623951671025,13.037964890073347,11.80563844329237,17.878142085346536
31,11.243365804809555,17.564431200295317,12.855445420662498,10.528866086657793
32,11.320870597763513,17.871291340923452,11.415213512545844,24.08464667747485
33,13.029621997163478,13.033634858424179,14.28400929505354,12.22972621429111
34,16.708510228471667,13.742128972901625,17.580234445501656,18.6425149053276
35,10.092732189745346,11.610307718005432,11.442864705277085,12.786324045896256
36,10.170691186301864,13.873952147817873,10.354901648872216,19.252426081691006
37,11.469014490402774,14.803778878237177,12.379651643155938,10.826192355296968
38,13.51163514939366,11.20516193840887,13.090792155458166,14.452676440432978
39,12.372252648692692,11.72841803049712,12.428630770011084,12.503856062656224
40,13.369518139515817,13.518025275700507,14.450626262022128,15.01914730520247
41,12.199424361104139,15.852679856538387,12.326474126103948,26.185846967056523
42,13.229623190881156,16.695915043160515,13.706713132355224,16.803643159973483
43,13.146152762138032,14.15752195838463,14.14206965400591,25.547727081195475
44,13.625798140912547,12.578483122428224,13.752998429184542,16.664978373318977
45,17.52874149174076,17.1329181277567,18.866632126695997,14.891604090657045
46,12.706827671740466,11.904822466795412,12.942461563571143,15.32621973092213
47,15.156022571003673,18.848995682850692,16.456962726737043,25.53278102074713
48,12.066851691362947,13.411391752090479,11.822704522635236,15.192211685771447
49,13.71215432157714,18.001299588640137,14.119315676092937,17.911728604499842
