,VRF,RF_FR,BF_WR,BF_FR,BFI_FR
0,29.913076942777256,27.398995910843702,29.468762310906797,28.71904714189733,28.2435700118364
1,25.69590089239099,26.41393432274779,30.452020489324845,24.73185704302357,31.39722911270114
2,30.020275868040862,27.76957626862701,33.98049159851574,30.333822693709802,34.27063086872803
3,22.7429998712491,29.767093438776424,25.86344043713148,28.27457950874602,26.06850057991524
4,23.802752715359894,28.70322526256091,24.720424580414846,33.91996757487938,23.353190106813482
5,28.876314815764626,31.018551343682475,28.293480956546126,38.696582531459825,33.43836170925083
6,28.211134817308253,25.527565401438416,26.671873817419474,25.30863842737742,31.011263318051725
7,22.651999332843175,25.615196616726482,22.302655736028967,22.138408159603497,24.347812335802164
8,35.06740266544146,36.71682420221957,36.44497768645265,32.409419775541494,37.1413228098545
9,24.42089971836662,27.163926071491964,27.784000250414927,25.18082278025663,36.38893342218665
10,29.528563069932144,28.12363053756826,29.627783779180657,28.077895719707023,36.232698092193665
11,32.220953434283935,30.628716169423665,32.80211213408152,33.87205602664259,48.109430190572596
12,29.944557221651532,37.15663884889558,31.707299602040074,28.943869194857747,32.52837442672583
13,37.50765704319034,26.470125406725764,39.50405372803743,30.12561115283623,63.29913993416818
14,28.778744711207363,31.774327661935935,30.352990582481617,30.84921293271003,33.757366744861955
15,25.551203810774904,41.9418812313288,24.851631804672746,25.968248139427324,31.903503973103806
16,39.21459896995009,36.433196153287525,40.90569814943243,33.791321473827374,41.8132348146652
17,29.523078072459185,35.10769377013384,32.29750332095167,34.36862676711195,33.76620399348266
18,24.550305630191822,27.861885079070415,22.533785322131774,22.65193572645242,24.82759039654484
19,29.816882092736147,25.157066490309788,36.50366164970403,21.584969414782268,36.853009117670325
20,36.135710472455095,26.186939019873225,35.592343094218414,25.31728505708938,30.769024676313652
21,34.054020173151734,36.96755395473163,34.93064665179107,51.322316534305614,35.77584776616543
22,47.946920962746724,49.7297982657205,50.69664220893253,48.53377607061541,59.37580070235828
23,23.89851226158574,31.970215013717354,27.135433580545204,31.091691145395863,34.59418020423066
24,22.94653829813479,24.467097514819926,24.973508148810854,26.495542624650874,27.65207988634825
25,27.818706281494755,30.249319906232383,29.501964497751594,26.80767073707535,33.14763602455858
26,24.775265963330074,29.01071224704433,25.235624015519434,32.53821102717168,40.23417338363073
27,40.08049271294685,57.814294514590564,46.039238573964504,38.024967425296346,81.47443365918505
28,26.553730196997005,29.180890846333785,28.14943610730442,27.566932439515334,28.15244768759914
29,27.80735982269932,26.03264350798481,33.70390839447838,25.454043405476515,41.518433864797565
30,29.276819230017505,26.225857769306515,29.790873356601004,29.57774950429069,29.627865148270153
31,29.61564289710822,26.95360285061107,35.12628672330216,24.34240339829365,26.032840360091253
32,26.872875534728944,30.488367566384326,29.905416608744762,30.96770678681005,35.18914664155462
33,26.59518014398243,26.90007876254757,26.301275296514252,24.35837057768347,26.97053362535927
34,42.983781721453425,34.90365789228876,42.369773547812265,34.15080505549554,44.367333788894534
35,26.540022674908705,21.44753962619145,24.052375920067522,22.907541862741127,25.52574561298153
36,24.141994848064755,22.410755281401876,25.34419357062581,26.953163210769844,24.690577205801052
37,35.205796653157456,23.329820490876994,36.81591627685457,26.431534125420264,35.726674113762925
38,30.884446299950557,30.33201304336741,31.182270213655386,25.575198333778555,36.796598771943
39,26.13051161156875,24.603384737003722,28.347124894630348,24.43053249647962,25.9452390046925
40,25.15674888848082,29.96800332722683,27.159793506344432,36.66506585832273,40.02115788410718
41,33.05276278033469,30.097184910079193,34.14652946267891,34.85619392326829,46.860771363578074
42,27.51158756450205,24.680734676547512,26.873803253189475,24.211189339226156,24.908640161432928
43,25.715062810442994,27.40030387039185,30.594162081764395,25.224483676315295,36.009426685736095
44,26.65602401217197,28.327255912184278,27.200972470881858,26.07404406937171,26.146112550496106
45,27.276907771479213,40.42919401265984,32.167284484772296,31.522952544113043,32.25214332765513
46,24.43559746008519,24.20936524011834,25.567287663341062,28.806865812621414,27.949449981913844
47,28.360677107480928,21.73600219562107,32.90377941451159,20.41937135513704,27.728779778356436
48,28.388388358405457,38.17324634326933,31.011560000038532,30.474714660551612,55.181775929756355
49,26.319069567083186,30.388760346862938,28.379374349585763,36.3339811831877,34.401514256995775
