,VRF,WRF,BF_WR,BF_FR
0,1.186822647939009,1.8986199706167908,1.330713762468892,1.1362444271993797
1,0.5194063288143508,0.3413645622092156,0.6384066672222006,0.8652222457955586
2,0.24558107658168637,0.5886423766254052,0.3855371864274733,0.11221336679807539
3,0.35534673352203583,0.5515281550830209,0.4394087182246863,0.2734849445187115
4,0.18703318131426758,0.5773549035372713,0.33779588738390004,0.23109692265012224
5,0.9015110792264419,1.4144810311141904,0.9928418265261728,0.8756250402603665
6,0.5141851235534354,0.8304481487035178,0.7621342045883204,0.6193924736392511
7,0.4025905384855821,0.7603964281584471,0.4540065743685475,0.699130538249032
8,1.034220125393792,1.2642796037339934,1.2349162455309755,1.1125573737468986
9,0.4665058871086526,0.3001489534469923,0.6277132676314012,1.1914717421748093
10,0.318693587119458,0.1684473841236674,0.42556767143567237,0.4363309889486114
11,0.4517921468756138,0.4732836073337872,0.5599535639808337,0.48757426277463145
12,0.604021481682967,0.7447833835208476,1.2928046299563658,0.7128799024798791
13,0.3434846613971943,0.25354263300335667,0.4956132210397242,0.36086615863728533
14,0.18148095307399376,0.3898138995448771,0.1988836729147772,0.24538057676842717
15,0.3478597072509223,0.5067309327683177,0.5687233267390421,0.12082702278482362
16,0.3000856390618323,0.592445707852041,0.31783968476621943,0.3934055465080604
17,0.5816954538630867,1.665257063809106,0.5931066141261377,0.38232752332763714
18,0.5453947000096324,0.39763684141194583,0.6205746090615328,0.8277852244111084
19,0.16674493060769363,0.26737809321026035,0.23127986124793495,0.16350623424934757
20,0.3741384592633266,1.4627995991719454,0.6707861495991286,0.34001198888000506
21,0.35952567385984713,0.596190471930627,0.5076857302884361,0.23146695014742313
22,1.3994984514652402,1.8343765437540234,1.826771795220426,1.5168103610695784
23,0.23389275090642392,0.6467440437305736,0.3331491469766586,0.15825862836412824
24,1.2329016673653483,1.18421088156846,1.3828166064047085,0.9675820917054887
25,0.22820475090543196,0.5445368889416038,0.2627148407038727,0.3004914876461314
26,0.6972294888459367,0.32955162301938173,0.866091355652009,0.7065420959912533
27,0.3812475512478968,0.34455443827510973,0.525554180743958,0.4475000978267414
28,0.199685185182006,0.37866419627548786,0.27335551292189725,0.25365173588475864
29,0.2617424661208039,0.683799809585313,0.41763782689429396,0.26078322451120933
30,0.13387211968934534,0.1615768851942595,0.17144579826853046,0.19748032466424575
31,0.43814897708806777,1.3198090490602472,0.5009271521767592,1.1374259297625713
32,0.3071958148301253,0.7099320976486411,0.4431852961001738,0.19746974460352118
33,0.33938847996097105,0.3577696479624239,0.48307776938868247,0.2538333367515827
34,0.37712158648596117,0.5660696475168969,0.5240493230488694,0.22017503765027321
35,0.48237346569661776,0.37160082343169076,0.6346107846684259,0.2990181344860939
36,0.4018730060411141,0.4369900876236251,0.5086431164802461,0.5176175486050735
37,0.282888405188691,0.9445550521203551,0.42146349894580915,0.5232608016692076
38,0.4498148027210438,0.28221862841363016,0.48745703699717047,0.38714878737650527
39,0.22829374648582304,0.7549830701755357,0.2966740573320252,0.1568859825753138
40,0.18922027411335385,0.5335771565362124,0.3212587757789455,0.2776694861960661
41,0.3067051322535819,0.3557165192076155,0.42081212390903927,0.31967797679314447
42,0.352769137063737,1.0297315146616746,0.3975346387307375,0.42613587653635965
43,0.15248781495954572,0.4775984246345608,0.27706386118760734,0.21306952392952427
44,0.5119743211278652,1.2779328327518666,0.5324063373454568,0.7605000521526354
45,0.2119263710316251,0.2934995622393652,0.31717632275174384,0.23667300063205612
46,0.15543932709109615,0.5128287618799237,0.40321335017799587,0.21778685706746756
47,0.5731925031413344,1.2871038866804818,0.5409801800735377,0.35272307834060423
48,0.41057798276856455,0.45568769880062543,0.5352781991956557,1.0118081654268234
49,0.4569503029441629,0.9339938007119762,0.47095916557537354,0.39453829869139817
50,0.5262357347009918,0.4970396789661315,0.5327765301510776,0.7032228560940862
51,0.13516489716350025,0.21326316382495925,0.31068398026389493,0.21012975402071046
52,0.6012935414520656,1.2008094300954582,0.8520715662687723,0.5614881964435288
53,0.7991117230479122,0.8944522613696869,0.6347815490806245,0.8933106610993025
54,0.8320519029290319,1.5722722617567733,1.0174179340927116,0.5559669626120955
55,0.43686031815181653,0.42331002954001784,0.4818821142941208,0.7626439748071072
56,0.68770966644299,1.1974929953538238,1.029297623691466,0.6140909366418865
