,VRF,RF_FR,BF_WR,BF_FR
0,36.859156868707885,31.574724456502427,35.9157677469354,74.85408532031995
1,43.324414411745465,38.70213443860352,44.19511194392418,42.656297168257936
2,26.15458653973251,43.40070111430533,25.596126974793513,49.85546515930867
3,35.02656536802995,38.05296599421852,35.81860388545228,65.3692938379514
4,28.320529059461474,32.50122139873881,28.55965745168401,44.45770298954942
5,28.269954028474352,42.145687760289974,30.151009352178303,30.034409419347128
6,39.69052170284948,43.15331911947135,43.19976478465763,52.982993718686835
7,33.34889546671195,35.73428445954853,35.49276155702237,36.413975276277206
8,38.86403157792736,34.51592768970184,40.578955964090156,46.31573326547395
9,36.404407185861615,51.86904616597649,38.17617441723049,50.004106709544324
10,33.87610081178464,35.71685143274425,39.21573057079865,52.74283963243282
11,41.538830235719615,40.21369526981687,44.6316170821774,42.44726412741245
12,34.81903236943054,39.734567815031134,35.6056803959354,38.02775400235333
13,33.066227089447096,31.16982863840334,36.30453439402114,37.374367669061186
14,31.80534819323164,34.429041954754624,32.12153049970539,44.755309174271
15,33.512402133415335,36.67427817876543,37.191942528451996,56.75309916313765
16,28.020419829505613,23.668812115820852,29.790244571555533,35.01439622195541
17,29.657494425934292,29.89654752278401,33.730156651368524,34.4727607964271
18,37.09299364083743,34.32773262782163,38.795462990050815,41.291408974602824
19,35.05777417670992,42.46336840902896,38.31581811691246,46.59321610878891
20,46.5300458382323,47.31233390255195,46.75128196561162,58.627026816291306
21,38.46912131835484,46.76074844714314,40.54443414352288,82.9434194371804
22,33.52577017988604,31.734286796158635,34.853607443053,45.405069079622315
23,45.01312869854886,48.357603141295996,46.076312561800286,41.01940948129895
24,33.481605666461135,39.95298718184478,32.44403373099756,55.24853606486988
25,40.14609412141995,43.873271795168264,46.28022137668568,50.54111188129526
26,33.65012424048796,58.68941287501894,31.79395540367014,55.84296623966466
27,39.05418998877644,34.73158530626609,42.443283187864644,48.01588778029207
28,38.394349760296144,40.89849634130854,41.240642102992396,37.15750226465298
29,44.00127002951103,54.4770291918617,45.052156913741996,50.70818220730966
30,28.2915197248531,26.682184994766043,29.82339671769742,25.861206206070346
31,46.611459716899105,39.85892603908902,45.237554451057356,55.977697818675615
32,46.08118317905613,38.45638716324263,46.96099059157846,33.524757457399275
33,34.94388743593929,30.564740837186108,35.65128643257198,53.72299838643719
34,43.38931430460296,40.23937038899695,41.731901058518105,74.94820612619318
35,36.40077289661176,38.96082194620965,42.18659546824155,49.4325911132878
36,38.1543352423618,24.650332215040102,36.887558415087604,25.559234663116026
37,37.589146065784,43.952464498196406,38.057907219610065,49.033562293808
38,30.107639544995266,28.903849278557377,31.114711573790256,33.03443605234526
39,41.10093700053023,40.6499780638186,39.968318318666824,35.91632081698499
40,27.057056132762227,21.55687720615133,27.854026841037587,39.73216877330373
41,37.04396568953259,35.8131234105746,36.07589717166326,37.27146979098328
42,31.757872484533884,33.08552402083909,35.86097971639713,42.06021267567392
43,39.23231961158712,41.19820980516502,39.30367788986714,37.1413307148444
44,28.423829694430612,39.844595635646364,29.399489076232033,68.36630954304877
45,30.98646287138079,33.02985873984876,32.88192297818974,38.48929840010071
46,27.354092315535322,32.09359843149439,31.67012940948705,37.425305380072615
47,40.783843849762626,40.80206606697251,40.076848567091915,47.24385336034401
48,30.922881734720924,41.5914323547271,32.2852167261411,39.127441035606154
49,28.138206625794748,29.490885958985,32.99628646183795,32.394875328160346
