,niter,n,p,s,k,n_estimators,max_depth,alpha,delta,nboot,nk,nls,nn,xk,xls,xn
0,100,900,30,30,10,100,6,0.05,0.5,100,matern,1.0,0.5,matern,1.0,0.5
