,VRF,RF_FR,BF_WR,BF_FR
0,54.78231536730776,47.73645472746066,56.69654989331087,60.42068188758992
1,32.8877807624173,51.22586714643521,33.91881052182431,53.09753576462109
2,71.90752790167915,62.308414590585926,73.77722486313114,62.78554304346822
3,30.19652614203323,38.03813382320946,30.899192153699463,54.0125697894758
4,36.89513075435209,54.24455822745843,35.83254547595777,68.92518983349866
5,49.24266593164012,43.46098209337039,50.7966040570237,81.72258312822741
6,33.51909188776732,46.51482522570276,38.50612989387356,51.47999400191579
7,34.57796217530015,33.676728799696576,36.27104506071247,47.41239963063068
8,41.695540268882645,58.73323279930963,43.19278113896916,49.6371960803699
9,47.00351880684334,49.37673284133447,54.02731428140266,51.73232770241908
10,50.4917623872233,46.67152281250278,48.501042333223225,59.65349290823166
11,33.90709602069113,46.52610285289374,35.94437454034688,41.14763378033304
12,53.70604695580721,54.68466748737404,52.98950313217059,51.0230677816903
13,48.425071372688215,55.534205274446215,49.28391879420268,70.40376342237569
14,33.479273910493156,47.47297484187494,35.602563861506674,34.33692100339496
15,42.71380405153288,76.38642930504133,42.79365425834766,35.251717361981456
16,51.555881100641614,46.46798826381269,57.68333259144179,45.41506663923616
17,61.755444951621406,56.77797665422311,64.89456206298848,56.99987070029488
18,56.95997567153155,54.356729547188365,59.234038249602854,65.59062510230495
19,55.200836595224516,45.33272568820491,52.06055210855417,76.65545586183134
20,46.84264389700105,56.0619776684564,48.64730414757526,64.46339669881897
21,32.89768146407345,65.75716536184729,34.392238240029116,53.67247809903931
22,37.46466801642614,49.67231152378192,37.379435264728976,116.15932031141259
23,46.17609479087989,31.423787949242783,47.6062055080548,50.15470885640946
24,27.980364181240684,29.538406815066306,29.888978345227873,44.4257211710463
25,54.55106302726937,63.553324804092604,55.84648111467989,222.33119547925727
26,52.95017708559893,55.01688383663236,53.17181808129099,56.67719641109463
27,47.95075290131721,74.07058351010241,55.21617488455323,65.26672004702468
28,59.40728540883204,48.90527089980481,59.040132088384816,53.97747610528063
29,45.685235379452344,31.62849766045603,49.956247532267795,46.61010107423526
30,51.22708978711175,41.893932371664924,55.36625260320138,90.92883319147175
31,40.438624734083334,34.31705155424876,44.2080307203214,64.07043809247081
32,28.97263691687167,36.47879362505436,30.13466250710529,45.590829510608415
33,43.0700515809028,54.52067857136956,43.17168500462312,96.14188333379713
34,65.2284231751804,38.623404891106986,63.95398192729397,41.06233602375214
35,63.5925177381086,55.4738434904847,62.9156008372113,76.96207809918258
36,56.14199126647233,101.57371574657003,60.10199257711789,54.102672322333305
37,49.03433922940722,49.544321087499995,49.861400921059285,56.9964192662116
38,41.299159264417106,39.428927302338515,41.9699524876374,53.26701937290743
39,64.9144869241353,83.18663523957258,67.34409650725598,84.70263187600185
40,47.87572881047665,61.76514420743056,51.61362196720499,43.488811698946435
41,43.05806006384329,42.65114864612474,45.25811864110103,53.704342225794285
42,43.23714285622757,65.0249587833725,45.46026081004085,71.3587048748091
43,43.83675014912934,49.69219726417277,43.982584065053814,63.54584635529554
44,33.66282584945189,57.80789285514404,35.532475864660405,60.19310429302081
45,40.95636767900825,37.860011601426606,43.427852920883645,52.02909789557474
46,37.33608023812002,49.111206878336475,40.64906711367428,66.58611699141453
47,51.96851199088149,52.5126468022431,52.257434055347275,67.48562114380904
48,44.066100543479166,37.17409487921277,52.69033071196275,55.903983652807376
49,39.482495377959005,59.10154170108187,43.41932085352524,80.68454118464808
