,VRF,RF_FR,BF_WR,BF_FR
0,42.62228441713882,51.52288189091074,43.57906318426525,110.09485012754541
1,28.48415879412162,33.991200887248866,24.419173996014568,43.80352955537373
2,32.97569484655366,36.77507404126137,32.13532396795487,57.01113777398084
3,55.7192080247715,46.12209161377178,54.539634154370795,61.62989364268709
4,35.75504407669449,82.96784254361849,38.27163972588698,64.19964102102162
5,27.645258089221418,32.34655008298915,25.93088350254236,49.47610841751186
6,35.597073331067755,71.50241766318642,41.00091329981743,81.34134251625836
7,42.67966624548161,48.250921647353515,43.55827887967024,76.73740526573447
8,50.89857142080971,51.107973951575,50.581758796760916,60.23572703120287
9,39.12430009559591,42.91883287550499,38.81988468546389,26.5781246144151
10,34.477980834006004,68.79056292221583,37.38675366323446,42.63571294177624
11,47.31506860984773,67.58452962482684,43.292088983354844,47.35430702011708
12,38.199738541980864,40.71309808175049,41.09600619266338,51.719956152545656
13,56.774552732882476,54.952403317295264,54.32415823374054,90.30904827570785
14,31.398065635617026,49.55409685103929,30.145843410386114,50.46686799222563
15,53.78014657056754,46.543644700218195,52.057956039325376,45.45185423404978
16,26.912270010854826,23.25244213372668,21.83328213546917,38.96677980007947
17,37.54588476103168,52.86992627517907,38.781766662725,75.57084607564856
18,30.865763154957115,30.741275711535604,29.083415882510394,53.01901757979577
19,27.89536886246322,46.507832397049526,31.029309992144075,50.63216850233816
20,26.059867912225755,31.7311764457796,27.178077090291005,35.61393924480525
21,30.83310786394147,59.62984319570153,27.555667279194537,56.9787484412457
22,37.44461339469742,35.34594017274947,35.49872374128116,37.891649607038744
23,34.419294585811166,62.07023224207916,34.30409016850093,51.33416002315726
24,38.91466334870287,83.21462769484233,38.02680684978937,55.910398151568295
25,33.05879677749914,56.80558593657067,34.56054875737581,65.2061364850389
26,37.301129211582285,40.1771379051485,44.29523385309488,53.11691994358415
27,36.714728953985635,106.84706782816319,35.96209705674371,75.47389831104535
28,38.76621337610471,34.170491642791504,38.458135404721254,66.80349944246775
29,26.323174925166395,37.63218240452473,26.73339247132229,36.33602568581973
30,37.53393835381826,94.61230329219636,32.96701924212679,36.87403337085867
31,47.605198785345884,72.06105722972774,42.40299056227889,61.7846893326398
32,32.177038797819776,32.342948411142835,32.7809429091495,52.66635094260102
33,55.23191906156026,67.11941642011733,52.793280762128475,56.45208754723661
34,32.99559484542019,53.27909340437649,33.005343216115385,37.93419720819009
35,54.723683199851436,48.54814058850137,53.5789709176966,89.15068293940327
36,42.79470820606371,44.62352618683184,43.8606418450243,45.90401747021387
37,47.95935471841771,49.81691430756274,48.71802126390343,78.53429346452519
38,30.23719573202837,41.41236077713737,29.10408860711505,54.76845699286705
39,46.23481244704358,79.13806274333156,43.341644832997034,102.49823137338332
40,35.517810913423844,47.834618649450405,33.56511004068875,43.89920166386633
41,53.9700519988148,49.24082330508334,53.54694908536798,41.9580687635223
42,31.938331063886686,31.62773650578451,31.5619213093286,64.77895635299281
43,30.482680051943298,47.48571805111492,28.915648299788185,53.2590025791805
44,43.38470113803543,62.951558649098715,37.57242422288859,107.32433658196582
45,38.48912653671475,41.6608101797387,33.46018371028049,103.35963987968957
46,25.845553865519516,26.816460371115255,22.86865557327099,34.61324439278109
47,38.9183874446944,63.63774913415113,39.88101931603752,90.58928779508894
48,41.05002985425198,48.051051120525585,39.365424065327744,69.71265028719498
49,41.42227629286597,60.26943429953945,43.20389578402624,84.8002367339507
