,VRF,WRF,BF_WR,BF_FR
0,18.314863384568316,22.917981867859915,19.62346155345317,28.074586766200625
1,21.74777660281305,32.161067166413225,23.030482451216205,23.016236332653396
2,20.671701983192296,20.99559262457116,21.01490663916221,22.111347319442114
3,23.853188566857717,29.874169223899525,24.946418130022234,29.64336181419856
4,20.43679494652411,28.856027057938267,22.074784358703404,29.973223606272587
5,23.610351397786697,34.617442229105485,24.492012944757896,41.2434390062416
6,17.638634963864547,22.315301334821953,18.20608613877594,22.803521298983398
7,15.57187356671723,17.722773056801262,15.970458823488991,22.892839940284233
8,12.547200481083424,25.18668402499815,13.503382127192657,11.779379698576266
9,18.379410527027375,21.779440599608737,19.559200453281797,15.137303734565279
10,16.079790647531432,27.397616689646195,17.15555402274801,14.994755754423931
11,21.023385822848354,37.82656459991013,21.500865199506517,28.919378310258054
12,16.11779888827024,25.599974654578542,17.311844250025132,15.951324464127111
13,17.982598016534904,23.98940319867433,19.455154864517457,18.239934074805163
14,16.534696342142542,17.275617912456717,18.084643446480083,11.559832174499494
15,18.779169846809555,19.406411006937184,19.857613778591023,17.158589408347556
16,16.497203266431132,21.21562740645826,18.047717591360527,17.03592853017736
17,23.053625620095733,28.0089341582677,23.571196614671898,32.80716806827111
18,22.297848678742486,26.672401539266623,24.212652401262545,18.019087561338466
19,20.46124463594002,23.83261849182536,20.85654436279129,20.646783362110554
20,18.29041627313157,36.92319579069701,19.877896577543208,17.217154603102585
21,24.559547682884684,25.31806900779937,24.989077285246353,20.729764503145
22,22.993257972102505,31.915680892056358,23.343080251101103,29.699314190135695
23,17.554909608447876,19.010740959382,18.196726069632316,15.554169993674785
24,21.115619164149223,31.0160384619771,21.87863894998829,21.127473084594122
25,22.73573431861062,25.050015567557775,23.28710487375848,42.43063715797658
26,14.37225198692943,19.938009593965948,14.791991443900711,14.707296149600039
27,18.461557204819435,27.372823014667567,19.274257120129622,16.58514564023739
28,18.624415410168307,18.598562889817796,19.714486082819963,18.219024470070664
29,14.97281218856242,20.47466679729239,15.60719388637357,42.262564623654306
30,14.981210999355753,20.28569871790042,16.510360807256106,19.306471593747474
31,17.33592638441347,24.61215543273587,18.14786775784955,23.209807854601
32,13.685346791903154,17.687135298522545,14.645173295890121,22.11243690496024
33,17.40796541464948,23.306954876354553,18.19988576077181,28.892705843723796
34,22.69134910423483,32.00658544233223,23.734688439976033,22.03212457607268
35,16.373622895374766,22.673472242242998,17.392539968959237,19.110393654877882
36,21.406219601698968,25.192103297598457,21.93196122980362,26.52137240346732
37,16.607248811945716,23.718449210577248,17.861747593738535,17.609256091779507
38,18.733855163650688,30.388854262954812,19.86044139081424,16.33965953813171
39,15.121938627389948,17.901785239964887,16.05063344368432,19.575045120631717
40,16.26040099431985,23.162279558639206,18.06855593783892,14.42204058548746
41,16.517550060722364,18.040292861114615,16.713602800286036,17.251516315196298
42,17.430479896947684,31.828349102114764,17.553884748954733,18.320816595293895
43,18.344119074745834,30.019624755751362,18.531915598016653,38.21760539740584
44,17.469788090616344,17.415008562965276,17.800788858629616,23.496636760473635
45,19.988329741781815,26.93105501884613,21.755931917437817,18.98206995656206
46,16.5364644603912,21.601399000757528,17.465203853893218,19.009301845651745
47,16.01272874773528,16.038054124820118,16.879023123127325,23.449912126831663
48,16.713075618902405,20.59756835080506,16.678793800796882,16.694735225004294
49,17.529552337517476,31.935476018559886,18.537948465115395,25.456674551165488
