,niter,n,p,s,k,snr,lambd,alpha,delta,nboot,nk,nls,nn,xk,xls,xn
3,50,400,500,30,10,0.4,1.0,0.05,0.8,100,matern,1.0,2.5,matern,1.0,2.5
