,Rand_WR,Trace_WR,KFCV,SPCV,Test
0,2.668336840507772,2.653420107323397,2.5444821465379404,2.883290074793965,3.0925995450216486
1,3.105750884498575,2.992621370841242,2.3150003158559103,2.360352195936489,3.416421377656502
2,3.3303578293537006,3.354567466792313,2.6887348856592865,3.7662578212312683,3.840296964389147
3,2.729325576169334,2.73116311635014,2.7925243409051945,2.8009291836949037,2.5057649764193384
4,2.7810320590095428,2.6816440857120574,3.1858662356921377,3.6228086678048377,2.373331244755689
5,3.246200086788824,3.2485715169444584,2.3603494286480418,2.4764140997308823,2.7006987598249945
6,2.8156084741283784,2.6552646148119794,2.010175807641846,1.9977760021810185,3.4290061612925746
7,2.250142523467874,2.3127545149597677,1.8743262062895092,1.8839924062289335,2.7808653794323344
8,3.180147400632776,3.0347692119303056,3.2096133448896844,3.630625423999546,2.931984307554766
9,3.665975655108814,3.472981322814506,3.36663528028947,3.74475880715054,2.2773705601979977
10,2.5035979676661837,2.5296428626736414,2.19040035589457,2.3702388675154524,2.9069695476583495
11,2.920252095729555,2.912396330970476,2.678953087223281,3.08802739390233,2.6172820113845514
12,2.584349059433444,2.545902946208809,2.1793112131075287,2.4444626179375426,2.2080215962695515
13,3.0338221759349215,3.258201516424418,3.2268607030782883,3.5575479305163156,2.4944490307177047
14,2.2162547835910886,2.1776118956300685,2.2006919886631993,2.4131112577948928,3.005753088778236
15,2.8552309367863105,2.8671174201205223,2.5892126345192756,2.9334994610611074,2.7252425673684577
16,2.434842546094536,2.516343667027128,2.647992887304934,2.8431253938759222,1.9771292395499604
17,3.1645052542030916,3.0992261576540496,2.537038527539962,2.8811004018769486,4.493561721169171
18,3.132458106489375,3.1249911511684973,1.9862743321858634,2.0458751578375685,4.006093391300142
19,3.3431201313560446,3.5449241001382576,2.581712521802924,2.742568652853495,3.3824182540683956
20,3.2677056161533575,3.3736150109288867,1.8859242097228226,1.905316196170719,3.2330717396065323
21,4.417389697447764,4.229397067656228,3.405839570119275,4.110557543500473,3.0374516253277535
22,3.0526565479966323,2.9769431789099223,2.809496241431873,3.0949454580295943,3.2473340923910454
23,1.9647137959029515,2.029534512429246,2.21630218922504,2.352144308503669,2.9661760130232167
24,3.015050778978284,2.9292331797178313,1.8451062981296702,1.9279290833373672,2.6343216370936164
25,3.2894638351046455,3.1098963155861723,2.7979562800188975,3.4570647866541804,2.4795673101887616
26,3.4711005800253156,3.4930427036443374,2.4441178351402497,2.586183462796469,2.9811086856330107
27,2.232216043821609,2.2054291786937936,3.1706174337209676,3.153622367961048,2.4213403077642885
28,3.6434508934081915,3.7737420476759485,3.2066813633300084,3.2975709270435987,4.426425977774446
29,3.171864839087799,3.164258919479707,3.330532518471722,3.6378401943235987,2.697549481660025
30,2.4337279159710112,2.496548390387637,2.694462264135612,3.3550959351056022,3.209858107272989
31,3.039549042616382,3.0645489635069674,2.8077813805984104,3.0482086737423355,3.194810367061637
32,4.327977356176762,4.59992655336355,3.2616611467900993,3.41511506545186,5.193869590744965
33,3.0689261698276153,2.8907461974338533,2.901707265062602,3.057400537333649,2.4750397504759563
34,2.479596166350614,2.4626745473863187,1.9767226229051222,2.1627562457926506,2.1513476373932527
35,2.8348197096826824,2.8131665242447927,1.9454579439943132,2.072408453639555,2.825746970311325
36,2.7303255531228143,2.6483487623594026,2.4491058394526686,2.565064075237566,3.1009560583758495
37,3.2799665227782313,3.23925073224117,2.2919046227035036,2.5276111110960415,2.5463314355675526
38,2.195013013403239,2.2992819347541693,2.5548787573330216,2.6981587927640804,2.6989373538259636
39,2.689433476314663,2.7488817813154798,1.8693693464259113,1.9294645149268397,2.8906325451425556
40,3.3773536235547628,3.3426398712137475,3.8737156179592347,4.057289492444704,2.9717029500796333
41,2.6804841265762502,2.7432307394454676,2.353458481523468,2.5443016247546724,4.383077020681113
42,3.150726405865406,3.2192538835057722,4.493391807927586,5.300897509437791,2.2862883341619775
43,4.26545087646911,4.303438477657602,2.6578647632606134,2.77157047088995,3.305702543944659
44,2.8251376772035863,2.9910582714245595,2.7569251926608698,3.086950583326232,6.278958656868281
45,2.2281800268759326,2.211041080235354,1.9194603594816972,2.0151893860331382,3.2276253756668116
46,2.7009805876161668,2.779643240708623,2.1120962889391017,2.2108242858938376,4.473246634311665
47,3.2672572618949873,3.1042516286103203,2.286280273857229,2.452850255672606,2.112622813060564
48,2.5785720908134406,2.590696328052037,2.8549137372972266,3.0761907251431353,3.3574254198497595
49,3.1088424964795616,2.938439230728148,3.288406993812315,3.6304857397938846,2.6102411007916246
