,VRF,RF_FR,BF_WR,BF_FR
0,0.5241117637425747,0.33419110812070113,0.5256801129274518,0.3410031168323218
1,0.5623611223048706,0.5358650266668618,0.5550777611931774,0.47778360555982113
2,0.44311934801262576,0.38149108433660467,0.46216967908682766,0.3393478498698348
3,0.42274575883577853,0.35688538277779,0.4428671530331476,0.3328448573390527
4,0.4154941400095125,0.30234911942009507,0.4318832722019859,0.30705308871904
5,0.4946811761496584,0.4777597242594605,0.5121194495297442,0.41745404409861747
6,0.37389094178867877,0.3065654951143312,0.3775038131817404,0.2959651970166914
7,0.43915969600725446,0.3898309990401789,0.44607071954886185,0.42288120018803055
8,0.5417487194239424,0.4855637483071743,0.5410942252666427,0.4767444189388954
9,0.4022182856974093,0.3516071599100957,0.4071434670774256,0.36916113484534546
10,0.40277626537247535,0.39622370304375787,0.40864468525549513,0.4067225207257699
11,0.40057898570099737,0.35938382607390523,0.412491448997608,0.36317242818320894
12,0.49459840833518076,0.4127256567896003,0.4904204684172181,0.4079873480941027
13,0.3953745819403113,0.34762664438094837,0.39966074979945126,0.33809870313132023
14,0.40322314501489354,0.2910239864928429,0.40755395459359817,0.28707738148613204
15,0.44367717321528016,0.3625881212793399,0.4522115198943461,0.37930728512797396
16,0.44786893470365113,0.4312954955385958,0.4518067976711845,0.45968114178112107
17,0.6007032061572715,0.5329881616521283,0.6215734625445589,0.5535398621794805
18,0.7328117874088169,0.7572031484183267,0.750333277699885,0.7170566136300918
19,0.4495017580456137,0.35594061723418485,0.45304443367047764,0.32791032320664265
20,0.37368773571365377,0.34911170625655213,0.3687345625865294,0.34160925769151124
21,0.4555211436354683,0.41109047149587796,0.47620845525511474,0.43395278647624486
22,0.40357074539814675,0.3223328245231545,0.41424671461625756,0.3066639311346916
23,0.37484742811627997,0.36342728663703233,0.3950489589156265,0.34849349029211074
24,0.40957743495130117,0.31911719560971913,0.4322302472811728,0.32181827831748333
25,0.5565652156549162,0.4307651731354407,0.5519671257748129,0.40737618846927465
26,0.4221951618439943,0.39361177113794477,0.41330845026503654,0.35115295622613707
27,0.34759865251997296,0.34204023434973935,0.35086773190449594,0.36534774723919083
28,0.49588662230288355,0.5666310449705588,0.5216943986937029,0.51176978675709
29,0.3347005439268003,0.29020980272574914,0.3417488480994637,0.29202325747056074
30,0.35016096770850946,0.3493481152232795,0.3596447692237024,0.322910227003907
31,0.4028003654210058,0.3628231317595973,0.4143684266020741,0.3675186416859078
32,0.364854553161919,0.41885366120874507,0.3836720746921995,0.41564157121459955
33,0.43757139885969193,0.37304564810544144,0.437250914816211,0.378312616135274
34,0.45130665359926875,0.47369163701587075,0.44139104749585956,0.3857541526581734
35,0.37357418525644115,0.34607265193272896,0.36859299907418835,0.4005333191016981
36,0.4873647316110929,0.4491919031501329,0.5039407074666044,0.45359980637711456
37,0.490831643101519,0.3680338729626457,0.5016630860774641,0.35863859632120215
38,0.44885102895272744,0.3993619440862059,0.44167034244610176,0.33037955143620185
39,0.5261080383512851,0.42679356191533174,0.549112697982467,0.41186685583630933
40,0.6897541623367858,0.6349300032138935,0.7080413526882774,0.6143778937859885
41,0.43863396388997505,0.5116958762234641,0.4138064925438929,0.49384485746896206
42,0.3546855479121567,0.3369931293562002,0.3569443086005562,0.3383505504934505
43,0.3901221781391437,0.4521273246255611,0.39532911585263014,0.31352131385946835
44,0.5671942598725523,0.539102372093509,0.553990625312017,0.5410599209527442
45,0.4858218075307486,0.3868889613808312,0.5011699708066362,0.34223811941344084
46,0.2855731385170523,0.2349358994013677,0.2820557282423413,0.2611695248984258
47,0.3857171364090702,0.3627305751230086,0.3890768447177129,0.3892436601372592
48,0.396982081897461,0.3166262091007307,0.40208340485300265,0.276870769643836
49,0.36521711780921545,0.39960312946751236,0.3540442010502648,0.35549131868767125
