,Rand,Trace,Test
0,0.46289061248328955,0.6005131906483507,0.5160415495738903
1,0.4701529412219033,0.6687473220594898,0.563630167045894
2,0.5082862366598057,0.661263433796138,0.510656638784807
3,0.3012574626900048,0.4663294194485913,0.4132468642350674
4,0.43450439062126295,0.6255447309473662,0.4910798690657769
5,0.7153016416748434,0.9470622117299224,0.9145245589238657
6,0.6346746847396859,0.7545348733766782,0.6407008601637054
7,0.592665444508978,0.9127315549212157,0.4030533756215313
8,0.5087560933611307,0.6394300080671849,0.5083421733131375
9,0.40867439155010643,0.622696631631227,0.5753711423404293
10,0.46009608756218373,0.5979155545587373,0.694873506721841
11,0.6034347080566393,0.7600529371388335,0.3139588383641054
12,0.486506759904563,0.6557456794047359,0.49132467690322545
13,0.535900355977286,0.7150076182524768,0.6044117491114417
14,0.6781986666031421,0.8355056026668038,0.5738453294099359
15,0.5500850571521617,0.6853922635893357,0.3938762140506455
16,0.402174560573829,0.6029751204083132,0.38326509988339275
17,0.6848245608275425,0.799209549944832,0.7801448508714608
18,0.5521582261752077,0.739829239014584,0.7007744801520933
19,0.5406522183668309,0.7170689409110663,0.5829998012584565
20,0.5013413663102874,0.6221502966017478,0.5957849583547695
21,0.42702900658764265,0.6361636111917239,0.7451178899749338
22,0.4802345937403848,0.6708799871439377,0.7001904746370804
23,0.7215698402889775,0.7900535171403866,0.3543398866036523
24,0.7858373976131099,0.9155211603566435,0.7111849529722325
25,0.4683495154457108,0.6722794594365019,0.6122306776621359
26,0.759682995927764,0.9444155084040458,0.4218242516144403
27,0.5591112038751082,0.69632107154902,0.5905842332188967
28,0.3983424910346823,0.5888455813611667,0.5348402973462131
29,0.3989549198387863,0.5740536259073478,0.4849676984105562
30,0.37293080681335283,0.5557338396565351,0.6648168710354132
31,0.37485674046506523,0.557780431488253,0.3386142626612163
32,0.45099571143724637,0.6288108907357584,0.6237417521153917
33,0.6868818001350439,0.9089519486977596,0.29162539630043655
34,0.6653682850685769,0.799425764176671,0.385471547671807
35,0.47922364541473467,0.7466343882460753,0.6213321458555315
36,0.4762540196099723,0.6724354836089347,0.47733174875659906
37,0.5126105780289905,0.6785826665234574,0.43636081363833856
38,0.42998599334008814,0.6258562214072313,0.5750321485529976
39,0.3497140884996268,0.5201072151092845,0.6624298175390623
40,0.5033140831243683,0.6902577838782865,0.5127754129899609
41,0.3291794410004178,0.5656552320584379,0.5143863095489875
42,0.6101850267450949,0.7885586672140242,0.4221934151262024
43,0.5837731163006997,0.7433727806222553,0.6047929475289175
44,0.4864553452107683,0.6889445147449692,0.6364651220496604
45,0.6887019890138342,0.8629702728415436,0.6638012469395385
46,0.44042166681409406,0.5923527221732628,0.6181673814623125
47,0.4334886707639286,0.5907730869842058,0.5259671586818436
48,0.509425798117465,0.6717420377226049,0.4870314997157148
49,0.5732837724006853,0.7180912261224894,0.38420087747438714
50,0.5428989585138629,0.7135383181656894,0.45407229558104106
51,0.4347189234684744,0.6493613466307846,0.5721149816218514
52,0.6838849713535368,0.8654353636336168,0.619784055437806
53,0.5212751775686764,0.686043199108053,0.5276142894060888
54,0.44202834424204573,0.596000693097996,0.47315154250746794
55,0.4559526840752952,0.5907723258821874,0.527348809442994
56,0.38166407135006525,0.5719867977967571,0.7060890100663015
57,0.5773395022293262,0.7649472467586754,0.6963264710388669
58,0.47975577271109027,0.7002193201724757,0.45520963415546556
59,0.37234219580155753,0.5485059940601937,0.5065877985150217
60,0.4465205850083044,0.6281621036447295,0.6223050108572159
61,0.475597227374239,0.5868495843172542,0.47248595703388174
62,0.8314727779242883,0.9516878606545315,0.820099210626442
63,0.6295497592734486,0.7501991354443083,0.5365539285160609
64,0.5498095144685785,0.718439246466457,0.32472275751695384
65,0.5609153837709732,0.7068132923378364,0.4829900062039709
66,0.39536576573431714,0.5928421335707348,0.551128710036031
67,0.4934727019550439,0.6816525264628971,0.4679414002629085
68,0.5589067122881054,0.7516788826721116,0.577148205940245
69,0.46699526775128597,0.6381266462814947,0.6530763204861263
70,0.5259835025297597,0.706972098336055,0.6949119547495382
71,0.5258754828124094,0.7421236366828332,0.5951616872807985
72,0.5513456808685112,0.7052460978923106,0.41642531450703935
73,0.4984809122764889,0.6689656554618713,0.5565543385843821
74,0.5096621124715607,0.6688403503875994,0.5079929460453657
75,0.9670034888353977,1.1239101929798814,0.4743937751221517
76,0.6082421895522067,0.7994051751449565,0.6416174129848055
77,0.9274307325500816,1.0471241198457037,0.5831249945527897
78,0.4772562409178554,0.7220869089255204,0.5736144331143059
79,0.5317654243680399,0.7430421660045036,0.42026002040910926
80,0.3791628785923092,0.564607008370135,0.4279416620382233
81,0.5869016672316862,0.8007866999374966,0.44020732599783086
82,0.5205820972644747,0.7402728574463486,0.6980790594276023
83,0.5662485122063338,0.7568272852009373,0.6739541327746156
84,0.6894443076823144,0.8831956921536299,0.8509932985909066
85,0.3565113064532666,0.5326260037523887,0.5540497095891174
86,0.31788033866901283,0.5114366504448806,0.4328897104575053
87,0.48658569033022864,0.6989751179805573,0.504355936971031
88,0.6877604810345936,0.8221519900279769,0.9197371106693375
89,0.7886743697538976,0.8526650478477922,0.6388454897674161
90,0.4677495703738755,0.6529904621752199,0.6871432253705263
91,0.5008049434920975,0.7331923400953086,0.5663353046481763
92,0.7062799706018108,0.8563693293340583,0.4340499327297832
93,0.5005318053170024,0.6686979724835386,0.42101163562866223
94,0.3643652710711503,0.5875777428330958,0.46092628385608286
95,0.6938612164938384,0.9215009673590779,0.47217671724073285
96,0.491468171726959,0.5998475147360547,0.4132298136320265
97,0.4384249131243514,0.5915911994100826,0.5000156335950059
98,0.5107622636194137,0.7647156675837801,0.5153498581248044
99,0.6233716892221043,0.7600411805725135,0.7108873754676628
