,RandY,TraceY,RandW,TraceW,Test
0,1.6933989058869217,1.7961543862943328,1.7568471629598907,2.0801426514706756,3.209656242674148
1,2.046463464761743,1.9885024961795736,1.9043382279706733,1.828434872467327,2.726758630065864
2,1.6004080175180686,1.5781759437468161,1.7480937635949791,1.8251097039070614,1.45155184225071
3,1.6941090335994766,1.983427197956623,1.9488638457389518,1.6228948654671356,2.214404077132027
4,2.08372298567333,1.8971151289958361,2.184992788156289,2.1042244839900595,2.635447799041363
5,2.237254905696287,2.1818735153643263,2.0695302351263747,2.2269856912564014,2.3434428966566423
6,2.7817690589846387,2.725797193191487,2.9023427970188322,3.1817431745916847,2.2382638183992523
7,1.666663661952785,1.5140471561440663,1.505058804946617,1.3493086257286124,2.790024423801158
8,1.572470423332917,1.471148229415982,1.6606566793941946,1.6440145212267308,2.391348842333521
9,1.9885109582337714,1.9481734408229494,2.2870556327653,2.06661711235442,2.11870816158231
10,1.9204087609104172,1.766574245942576,2.0209889614301058,1.756224877302598,1.993404138790386
11,2.113112113613097,2.223364163526912,2.124537940190308,2.1461222054162863,2.8039305459827126
12,2.250064972286399,2.312004077123386,2.0501968602972136,2.2040075835424586,2.5588642203956664
13,2.2909538421603033,2.385551163475964,2.406094582520035,2.2528419525078602,2.1982272949114066
14,2.0673286802940227,2.1411610579366913,1.7960388076212335,2.068577306758066,1.6882356396391884
15,1.8730386951305864,2.002961232956424,1.7476454928836376,2.067189276177089,3.6485491027751555
16,1.7684103440138248,1.671062560870704,1.3372084725348325,2.117881125480178,2.2526749008472313
17,2.027057059767103,2.0613856990520563,2.057473237291513,1.957458405863571,2.449018373455071
18,1.484256549863961,1.784497203802909,1.5264863971810685,1.4949799790518834,2.854921828268663
19,1.7719762828623433,1.7610041569947703,1.7160974656835215,1.5533730792168934,2.051324863265876
20,2.18181248074559,2.365714768926097,2.381549740060969,2.858766543549063,3.098869680359545
21,1.8733439610874771,1.7088813832502054,2.04665289973195,1.7154883026840533,2.460659982730218
22,1.9595262228292138,2.0702101359958287,1.934999208249193,1.9716835287907295,2.3748469476387597
23,1.6658277076467123,1.9815557170093263,1.6874168983743314,1.87772297343004,4.848730270049975
24,1.8628406414492449,2.0294973302927537,1.9114516339240104,2.097227815495717,2.6100575917048943
25,2.1447733059016985,2.332006510662242,2.47010840263049,2.2102875722637556,2.102064566989315
26,2.0674906361560255,2.215036963995298,2.265474361025328,2.310156178931457,2.0827630238214487
27,2.781513522379778,2.7796120176321684,2.3640147726221827,2.7624530510373604,3.848642364532325
28,1.5936624060217996,1.547875722876483,1.603629993383697,1.7223912525240683,2.006446133411751
29,1.8711256689001,1.838161511941454,1.8237391313993685,1.7395574354035905,2.0601496683115967
30,2.0614420727366287,2.0594584675325325,2.07762994683775,2.056469982303456,2.3929817312206225
31,1.5367812690647364,1.5877315262212506,1.3837232414513396,1.4762524732077804,1.3441275399546038
32,1.4368835470303156,1.5026288194435464,1.6834712614682916,1.5209136804451941,2.6928510758676016
33,2.1012490165939246,2.053855848254504,2.0332704896477574,1.7083869719837084,2.3786353990244615
34,1.8342039189691404,1.8186931486489022,1.7842725713514889,1.9750652164816538,2.068246833132022
35,2.34827947613158,2.258213762733681,2.2302479249485327,2.240437429901576,1.6286866367012183
36,2.0559222822691887,2.271377246461435,2.1063905823382596,2.081766816717975,2.1992254553232367
37,2.0123761921211747,2.1466549174681524,1.91674650209533,1.8602197991638336,2.744957557340594
38,1.5518150962938702,1.8130201007238955,1.6385429329292258,1.7243866599326592,1.4931854368246407
39,3.206538567652775,2.826037705866888,2.875815991161305,2.7348405338034976,3.678072822458794
40,1.9819094779293993,2.126690516248125,1.9791839901017976,2.3199019022707437,1.9646937879855453
