,niter,n,p,s,k,snr,n_estimators,max_depth,alpha,delta,nboot,nk,nls,nn,xk,xls,xn
3,100,900,30,30,10,0.4,100,6,0.05,0.8,100,matern,5.0,2.5,matern,5.0,2.5
