,niter,n,p,s,k,snr,n_estimators,max_depth,alpha,delta,nboot,nk,nls,nn,xk,xls,xn
1,50,900,30,30,10,0.4,100,6,0.05,0.8,100,matern,1.0,0.5,matern,1.0,2.5
