,Rand_WR,Trace_WR,KFCV,SPCV,Test
0,1.3480458261040418,-14.722340777759207,1.421488200526774,1.5202853715275606,1.4270383100472683
1,1.470298620403536,-14.654960278366202,1.19565644402246,1.312128897861038,1.7923730450528192
2,1.4083900491314167,-14.697860350616684,1.3677121307816273,1.5385658676241691,1.5606763956545202
3,1.5120829902092208,-14.576752421491301,1.4018612412818425,1.5447499711316328,1.5801103899861277
4,1.3441517085831478,-14.712113089315089,1.3748487973860928,1.4859202156659375,1.6200364072033258
5,1.5697231964749714,-14.556700634468527,1.53023796248036,1.932139825938743,1.8080011181743736
6,1.275232898671303,-14.841021414582096,1.3461316945809059,1.483550260553103,1.7462180820315991
7,1.3699635403807893,-14.695302943040934,1.292908328460436,1.3502527886222315,1.1676268889598123
8,1.5933367367268827,-14.44362951785021,1.0337073689533645,1.1472967585141889,1.1130953802580934
9,1.3328755349522095,-14.727793434777958,1.3216596993501653,1.458838778390962,1.2466638156561576
10,0.9415332979609866,-15.107020208875303,0.9912994404795015,1.0283133937043183,1.1762836976809912
11,1.386126444763045,-14.699057224716332,1.0992662100808464,1.2509981416126714,1.6092140985920342
12,1.5311507853348323,-14.52799475040468,1.3945480596222883,1.5485202335130366,1.306470572976382
13,1.1286272776709096,-14.856709313256534,1.394571823644135,1.5093388671903547,1.3864584102784485
14,1.77828006414573,-14.232636334173579,1.502165324835008,2.077194202532686,1.6076867132725408
15,1.5806975548735391,-14.468045223825536,1.5924389943143695,1.7704890877684842,1.352456811546515
16,1.374860736178411,-14.656193140623229,1.3945489825041963,1.4965344492530883,1.7296378776347234
17,1.7686593502684271,-14.297109312454793,1.4194997024380422,1.5658730705305444,1.491526500865911
18,1.2122358067379233,-14.813878392065922,1.4488651474697287,1.5510895245079415,1.53251037899973
19,1.002111565113697,-15.084115624217118,1.0389228577708132,1.1064107049581124,1.3432805226748412
20,1.777678031405958,-14.286475664628364,1.4064571781198607,1.5055250156156135,1.3150916316756642
21,1.7039107174246113,-14.376428672996969,1.5568825057596398,1.6397276087523482,1.4745315405189126
22,1.2773069790550575,-14.795403865654682,1.2837565299687257,1.362458474388639,1.3719662264128698
23,1.2591921006755085,-14.789568798055988,1.2536256861605213,1.3238521831633423,1.6829079341043436
24,1.092370596399499,-14.931517580369698,0.9422559274153258,1.018890288554417,1.3409403639148376
25,1.3624855717935802,-14.72664228259684,1.3149696240102036,1.415561440260955,1.3280828152397426
26,1.3423806609538969,-14.733166910510626,1.3777534815977552,1.4845900918123587,1.3268179496502022
27,2.0460520054494924,-14.040163992514985,1.5654866895387318,2.2091828318927176,1.1996223804568353
28,2.4256639707671277,-13.63857609728985,1.9578793769777767,2.6306207959274848,2.595559479933182
29,1.5117003468196513,-14.631703216643052,1.2250331811772157,1.3164848244608407,1.349030664620199
30,1.3720995902517097,-14.783223912764562,1.1854016809975885,1.2367952025584963,1.4121816462515115
31,1.3292559666574295,-14.732172962342304,1.2060457077712037,1.3144360627086318,1.558479055999647
32,1.376266080294635,-14.680875896359447,1.1610220664962383,1.2364246835688413,1.2162434747320676
33,1.1099629739080727,-14.879820796819438,1.0887444799728336,1.295611742694509,1.368460336583767
34,1.3783269975157741,-14.648957561030814,1.2917405393466201,1.4332982266692473,1.243376324158987
35,1.2340095420835737,-14.824265004924145,0.9900541494326663,1.0504973904896941,1.611295280822419
36,1.1384831972682832,-14.924554891103812,1.1283673018216984,1.2510629047288233,1.6005522348574317
37,1.2866677577302752,-14.739662857823557,1.2756389798667294,1.335685360794407,1.71707691005419
38,1.5040377266104852,-14.443163691248788,1.499512399965904,1.6160165606181316,1.2751192331863694
39,1.658914447807242,-14.472268656683106,1.2725965408208322,1.3537717135625849,1.2960873511217066
40,1.3016091693212086,-14.832223308224016,1.4081788329451426,1.4532626896466696,1.2433433280079476
41,1.4195683707878919,-14.64933064849424,1.318670100235082,1.5089947563073747,1.974141101901596
42,1.4040335786391955,-14.64229373543141,1.3265443584149377,1.4330040006658593,1.732425403910147
