,Rand_FR,Trace_FR,KFCV,SPCV,Test
0,21.786769289876116,23.764300672811977,10.030341716765408,19.415530733422493,33.672454527885364
1,23.251809497792046,23.579933335149352,9.859073894473443,21.290494647692192,29.82139518241945
2,23.166214390340258,24.48660276827025,8.775904725626097,17.59857833184777,21.787062786673044
3,20.977005485725485,21.855580631118425,8.409568771735707,16.55587368737368,20.75983675675643
4,21.091772993656456,21.335326315778754,8.726564844269362,17.12426672148677,27.3640718626496
5,27.351024447826564,26.877503635209937,10.646087877748858,20.924750560055415,24.384100061825215
6,17.45477604419646,18.6452519025243,10.412158896175978,16.146883101082867,31.30286144810176
7,21.310381310786532,20.525644185710807,8.386237475856358,14.867175647394543,28.628674010129398
8,18.26016743858923,19.56077195995591,9.188635367062956,18.467526021839056,20.735065418095378
9,20.391900078088547,21.219316941756787,8.69196122547179,13.231097730107692,23.843778260593695
10,24.470014530112167,25.566173128193608,11.297765536962592,21.846694052500276,29.5462071683961
11,19.140341524020197,18.500879647591457,9.338809271446033,14.50147315260765,31.61908690024765
12,15.25292191512639,16.01716999337326,9.017046019479,16.337028258763997,32.533698906578515
13,21.456455431160652,19.487739260359604,9.38283359795209,16.125155194678122,21.16698837329804
14,19.898189164068825,20.37465033811281,9.395269611652068,15.783793533712009,31.657836344987235
15,22.674210781014313,23.983662024113013,8.864818360060688,19.249122667898945,32.60005100173222
16,26.083290181953863,24.052540781005284,9.617688722999102,19.55398221715432,24.355380589205783
17,21.575122321547536,23.15541980364122,10.042632396394838,14.02985319655574,42.732701469474364
18,19.476288199816793,20.714269257779257,10.047632883526626,16.01311169697113,16.260412155055185
19,20.33153284286664,21.024827017816683,10.385570926894777,20.762967544754872,25.102806742043185
20,22.08779919276877,22.271118606959142,9.782919606210765,21.28425162768374,28.013805823207242
21,19.83168356572954,21.09488766911585,8.959774281188505,16.72995762853919,28.16380468590617
22,23.822544673204845,24.185276998899205,9.571469158550588,19.37717211845332,23.549953362559133
23,24.82075426809851,24.95520178142488,9.300292801428103,27.215565314635974,26.12572336755007
24,21.002697261352758,21.413690440883837,8.639846407790689,18.68327539392436,56.50981431041149
25,23.81865605319598,27.59658682717261,10.014659272144801,20.257280204732016,49.832097105076855
26,24.69689679801942,27.43704746738601,9.190484270619754,20.894686464718387,38.17983154682666
27,22.399507279200932,24.283097250638313,9.780778096728508,19.41575901691491,25.54975918741751
28,23.709585146709383,20.67776794165909,9.174924244572242,15.878284352454084,21.432329524635023
29,22.243267907009873,21.48469485101499,9.1467231434788,18.778069738981582,20.82712004281931
30,23.296025823704376,21.530027145748132,9.686203519803964,18.08187592818577,28.79006264356222
31,21.40595244568468,22.82494378862561,9.93952550202974,16.729363560826542,32.96693580835913
32,16.79046020182919,16.672970548971424,9.94718486125725,12.28153941010478,31.17433934558574
33,19.291984472134217,20.492693555036457,9.516699008543743,13.70470645442062,25.546224401358437
34,20.134094894131128,18.914907962554427,9.668464335483936,13.631817613464989,21.340940691963052
35,20.366894993720113,20.566042197931008,8.461386182395312,15.729673656360479,21.316131989818082
36,20.14796789427409,21.264299829357743,8.885467642388054,15.54169415213058,39.52713652044968
37,20.409874197653025,21.38184781481596,9.744555195079776,18.615779318285043,32.55988282016491
38,25.720851951632074,24.77136156760405,9.761580638998595,18.666405716586144,30.12643268796026
39,17.06114024955248,18.299840566670728,9.31364132048876,15.086397131881956,28.226645228270936
40,20.45031731722774,20.844902712410068,9.655465631149521,17.604484692037484,21.270671237642397
41,22.802406596440175,23.164657228240763,8.348840532837496,17.576715450203338,37.86347948505689
42,18.971509323708066,17.74795676790894,9.543842814897982,14.77807154799298,26.384610787585892
43,20.549616788787205,21.182944291770422,8.805488544380179,23.892049292584538,20.68746046198272
44,17.917671905442585,17.99632909875126,8.790970489529707,12.877248292907217,26.814975503752038
45,19.84386859914881,20.37247405469642,10.306354973413292,15.012664901930345,27.822188501089695
46,22.05024438314534,24.094694352546647,10.052686254091084,16.67004953717737,22.178375475134185
47,21.984366662982435,20.980418137606502,9.682462309776879,15.258347792719329,26.865517251825697
48,23.426621415552415,21.19007625787485,8.97925992380964,16.412172422008155,44.7980475085122
49,20.23119916886347,21.297549013544877,8.11297178825579,11.342610923112108,31.836573325965006
