,VRF,WRF,BF_WR,BF_FR
0,0.3981134147964315,0.8655227852214533,0.4437154984619398,0.1997854925702232
1,0.21479548392728892,0.2661177226423149,0.24392950879597697,0.20880883733915534
2,0.3044568509274458,0.47763155595668455,0.35598683189654085,0.5685399417695722
3,0.2092542608751578,0.1917301427010885,0.2805748291379184,0.20579226129183706
4,0.23129946867138346,0.6599973135218813,0.30729691423736827,0.4755997630300627
5,0.20240380108077954,0.2552753656269773,0.2540510861816851,0.24300062103738287
6,0.30835322508047625,1.0328619516637618,0.342259164611062,0.3667212279880838
7,0.7229908540853485,0.5923963699037916,0.8096163102760909,0.7411236884531528
8,0.2380230732216829,0.47357653072115774,0.3034788393212984,0.20323020605188993
9,1.2287720717368251,0.28994065927784096,1.147964591463256,0.8423011123546809
10,1.10266326972188,1.5676464436204418,1.2489839469195594,1.11223707266993
11,0.4595059892301833,0.5971839707018686,0.49678131969665584,1.0020209944221825
12,0.8635043604598464,0.4967704229403527,0.9032374080263695,0.8183059610052008
13,0.3349443784741192,0.44666899549333144,0.3965743326196365,0.3298947521053138
14,0.2665852083669273,0.657499726109124,0.3047129743940186,0.3986088309264296
15,0.3038425782773524,0.6017301781062467,0.36941632984521955,0.2378372436476351
16,0.3511400118126445,0.29238173650375865,0.3998403613951428,0.38982358769771297
17,0.22196774814274178,0.3269387060731447,0.28148665122532923,0.2849888958568068
18,0.21288382134413567,0.2206245452587236,0.2599617541023051,0.2349295591014986
19,0.3676931852874546,0.3452198817164232,0.42889862454112615,0.23276352171134945
20,0.2874635875796061,0.4140489323958479,0.3343727134975864,0.3684802626638174
21,0.40401844479091253,0.29811450632186726,0.4331296986836698,0.20501149765135082
22,0.5729134497254444,0.5567529087581328,0.6605540055089203,0.3846813830692325
23,0.5039748680053622,0.6851257050596008,0.5670973065889298,0.5383343797915353
24,0.3396353574366832,0.9773091766896683,0.3743046151673064,0.19457558316302645
25,0.3957343771949451,0.47498953743715616,0.4122543622171541,0.3834841131868975
26,0.403056623137367,0.3206822851539039,0.43389792150538614,0.5088169260365137
27,0.3635367494581774,0.6021773917703722,0.4100560566383,0.21603867175945968
28,0.3936161303591868,0.783711421011541,0.42490191502439967,0.39331954304094785
29,0.2086813090631309,0.7838618641697885,0.24529334256570565,0.2155261248420666
30,0.6461542587143521,0.7812792712569597,0.6547642124882006,0.9883415192990113
31,0.5150696577499335,1.3355236181639456,0.6780783174474421,0.5561235236465991
