,Rand_FR,Trace_FR,KFCV,SPCV,Test
0,26.473130072603652,27.15350528784332,20.413328529450535,29.93698606742967,42.58299915895374
1,30.018574976033804,31.020518467855478,18.391968983656128,28.10961312079842,35.92413078224665
2,29.93976497244858,32.751679859871345,16.146166503405514,25.855481102763843,37.83135582291844
3,36.52035824197883,34.64428050791246,20.991779020205,28.42503471560202,36.78083017695647
4,32.15460902093588,32.86450686844327,18.197824389235894,24.987522430783745,48.502972753962275
5,35.240000676624746,37.12661920298759,21.918302828722734,26.305724760948188,37.08882764401794
6,35.81287077005224,32.355240075528656,19.798121618181902,25.942055944641368,37.12082099273425
7,34.73661886844026,35.02225526874651,20.842991421331966,27.053993052397736,36.493350795165654
8,32.61509911808795,28.285015520477877,20.954795721114902,32.19127793386092,36.831018667782395
9,29.75477226419052,28.9122862324911,19.53139421230001,28.202624390144486,45.341716335730275
10,23.878200507726625,25.982138472614015,20.222320429254186,27.869618591993042,37.7058233272176
11,30.147815741796244,28.369216166203508,19.51723765953529,26.49622335036218,41.72850623340642
12,29.511927522134314,29.5391844442754,20.19203004740178,24.851800406204806,45.37787686820986
13,34.110256209434205,32.02126978718636,18.817783956503547,27.893064735947604,45.01588133783763
14,36.49589200330426,37.38967179918062,19.913801923901882,29.297158548104665,42.161066306643235
15,34.05221900345613,36.78123459583011,20.894773716084202,28.971845808980504,41.32894632621919
16,40.12323735235696,37.87654273967093,19.74325632865356,30.188924736519112,36.594270649368184
17,32.39890242830326,31.412200330110373,16.89925903118334,21.574011484149946,36.89685587489699
18,34.21842058175181,34.28500950290576,20.539815155322195,31.265592874230812,36.48345560634197
19,32.731942857751434,31.35503348905813,18.917653967882405,29.837955330847432,56.42471408172485
20,33.959095736934565,34.1143281211234,22.58561527748567,28.061993310181002,49.81750049130772
21,33.015005174505056,33.98574508138476,20.780950770584028,28.933660195933584,40.84587265231707
22,30.681454359373873,31.15997816387819,20.5131929493792,25.50444183953668,30.684094851457292
23,32.58960224545616,29.90242379447595,19.592795748927323,26.278354783151872,38.42243677033393
24,29.957802687532528,27.394692214026747,20.11898709854328,26.938866677991477,35.255067755785554
25,33.359552703156886,33.05920940597598,19.81774903131337,26.941911192887307,52.02811059943001
26,33.27286242223039,32.395851937835346,18.822574214941852,26.38219922732202,36.21540913092153
27,30.724789209737,28.84805903477783,20.497985998387772,30.11271989948766,48.68914246288963
28,30.823024535526365,33.88807585216667,19.785299277196305,23.802902078547394,38.14663654979855
