,VRF,RF_FR,BF_WR,BF_FR,BFI_FR
0,19.93978530405504,21.408751775524255,23.42347802307358,18.867535105737606,16.90280725317957
1,18.937255776491313,19.180852580684455,19.31697786687709,22.205470490383497,18.149867250862062
2,24.644407210841532,23.171863976368037,25.329562344762362,25.529073722644267,25.084655452014466
3,18.844641291449502,20.8684457987672,19.438417954120528,19.919733508249333,47.532886964216225
4,18.166365402289273,18.79157668365641,17.154443125118263,25.41185177801781,37.64319100305863
5,18.848324853287977,24.824958715328016,22.191294308906702,13.831622145903093,34.12760416297795
6,21.569635301003423,19.847476041482757,21.253093033351327,21.40030841610635,24.92357158687494
7,14.140002662592552,20.486952614102517,15.618644392314701,18.505671926232534,18.784513905144557
8,16.1744000717392,24.418662121665665,16.391368246526508,30.884815907959464,23.015150715222994
9,18.67426605819297,27.70233836226275,19.840230742257305,21.274821175503764,18.705827379741482
10,27.03697892716273,21.555959234645737,27.910180972489528,22.425258846721952,30.2108480806108
11,14.972640864928234,21.226604264797622,16.59532631131001,26.065609942514904,18.68074028088906
12,25.97050827674425,28.43457119830944,28.509967248731893,24.522958253347714,31.982696300657185
13,22.564281493515757,21.651014478262013,25.479589439384252,19.80474798480924,41.168940910031765
14,17.60186370417913,25.772150791583957,18.720312623915063,23.55413047197689,22.35983550930188
15,24.58494570027052,32.04827747624762,28.9395587499996,24.731342574912347,37.387746732481155
16,14.883305020323725,18.34454866310077,16.83537019101787,19.35520064599456,18.921777619434888
17,20.197688130854388,20.111277094886013,22.923553225166305,17.434053760138376,21.434576393277712
18,23.28741257145882,27.341026951283734,23.191713480046825,20.99045845038456,30.455492074452724
19,26.806392844909425,24.451863106010627,27.571236380044837,19.72603573661552,27.842122378163264
20,20.208009972147664,19.755475824600204,20.70543135049851,22.760797182767583,27.33601821185437
21,15.428958780155542,19.873649327710467,16.816297483989832,13.451810073418898,18.40972664028607
22,24.05639739975395,22.592094333210863,27.874553331231244,17.906583616610202,18.451714980951344
23,22.162001707842666,18.818918348732794,24.18615485163967,17.17085437596545,24.73445698112027
24,15.739478807948348,18.48346724006785,14.962684844503858,16.61968269159079,26.45106251002948
25,23.365014608816743,30.463139074573814,22.690843157752823,26.67624648752325,31.602933996711005
26,20.187523226242398,33.05242064234009,19.405393292764856,21.186942094004753,25.317176573121582
27,22.383933764050735,25.91116455287562,26.02000550338464,28.85925045289351,28.593653931483296
28,20.94532151790704,19.836455111195484,21.19536417241754,23.001761329234334,26.430135233756985
29,20.013014610403268,19.868358600138244,22.21260328387312,22.663174675579658,22.18615624868213
30,26.037528313097805,23.48621983277027,26.484912662131737,24.983538130695777,30.551375279577652
31,23.743251918144708,25.746431911799544,24.738026757514373,24.494096909457337,27.59328839157
32,18.068632801804444,16.52891026591671,16.474861936023803,21.351335230593737,19.716703802142995
33,25.986450691624107,34.72948144448973,24.408034361608006,24.78640353842622,34.68792833478342
34,18.845269745186528,33.044370101215826,19.224392663873225,25.0850396350705,33.595217628075744
35,18.380619360244104,18.19599643561913,18.051313396864305,20.148834916571307,16.897190174952172
36,22.75994164747897,21.72464216964925,21.69709651817028,20.93988726162989,24.123781546618844
37,20.259419214580976,17.646422493884597,22.37225179710383,22.846835059971855,39.18352123493958
38,16.396514099989332,30.768115012445527,17.430031458966045,15.556519514832287,32.22512504812799
39,17.50549134449262,20.397430229790494,17.776499360175332,19.234496349129092,29.977633853600903
40,21.564456339730913,20.7939509021064,22.886767676517746,26.980565330584717,28.20979187484198
41,17.486790622076093,21.24791300033869,17.698718061205394,21.268052566239575,22.643494540729932
42,29.694222042187068,31.926715132854643,29.571178269834004,33.338376248377074,42.28486111903235
43,20.844116307783594,25.42111016143399,20.39289566451878,24.908499110749563,47.37765982383604
44,22.376843062448707,21.743248009819457,25.367452471871953,22.411839385146834,27.580158859234615
45,21.40059660527649,21.076993659702715,22.481203242693745,21.89481291884541,24.44573341438303
46,21.933732732780744,27.19290669337471,22.624458106551533,20.338290725019995,26.14730276658197
47,22.21647748849507,20.611615229972003,25.183736921225993,19.823210021516353,18.90423258148224
48,16.9863616401537,22.620717020201088,18.830973217887184,17.73462954412633,24.780068973633494
49,24.436207916331696,22.617711368275053,25.104501558214537,25.173608449527457,37.475464677273536
