,VRF,WRF,BF_WR,BF_FR
0,28.565604608138507,45.19589883802529,30.085209367360754,35.36221969923609
1,23.164327569228192,26.63930601687456,30.04023574423615,21.707949868549605
2,18.97371882935188,23.766004166972944,21.79130621905799,16.837742430753487
3,27.822250214084637,28.585299424489484,32.33313045966761,29.713825965035813
4,20.88089247288678,29.39545147469505,25.41552113622183,22.78991526034917
5,19.43387404530555,22.764118994125162,21.41409482936231,21.27451655306268
6,20.7053734099288,23.060277316553663,28.217040351367974,40.26265532162615
7,21.233660361266185,19.624548549049077,23.657560956440683,28.621799498434946
8,20.35675266924721,26.724745372481443,24.643131825192555,20.117033694842352
9,17.16097355005206,16.699301957958458,19.495796495946962,19.51637996285678
10,18.14246422746877,24.438273962841098,18.797705601037794,25.3438762599656
11,17.55387481033749,18.29718934921981,20.161245576946563,18.34247896672222
12,19.806386304796042,22.56336136796765,22.81735583661119,27.13336939230005
13,19.851232690531216,21.238259967859968,23.62983265342396,26.36615884687994
14,19.230683547391983,22.202929554575935,21.714114656855465,28.793578660383776
15,18.865336623965778,22.46162650631826,19.699004790342364,26.779318596385938
16,18.60189450700071,19.61595839261381,20.003520450421384,32.580572423086046
17,23.98766640528196,20.17701330280309,28.884222358341635,35.23000843076031
18,21.676358443860753,32.92879764877269,23.441698576622976,24.193210213714533
19,19.133482058503176,25.01566315579602,21.61581485043624,20.708564809795234
20,25.901707486178797,22.13771734111936,29.6530376693102,28.523334329919766
21,20.719806977582657,25.358230950931183,23.009225699533545,25.009462779779142
22,26.6963304122728,29.02744792030919,28.68505997330792,30.209411094188187
23,21.45080440847968,32.41853017808272,23.623012500250834,23.72060136819972
24,27.820903096635135,28.902130112029575,28.999420667622637,27.169718365842357
25,21.529538314134818,21.640224478840683,23.463675922146628,22.9936481629161
26,15.978500879766047,23.17204718017654,18.983426600480993,22.040980192822204
27,19.563076942326163,21.703101586694846,20.87731392834343,27.0597780659828
28,18.509210133788212,34.48785052537753,24.348322093119233,30.93594017073447
29,18.550042524872104,29.378071287424593,20.322951489713077,20.240088435855743
30,22.33200541222544,29.498112559354183,24.675593310621633,21.061610649545333
31,17.445604747208794,23.49053092306652,19.52301466251837,18.765236968453166
32,19.119033036196605,21.302782860576375,27.681150332757614,20.028318859560667
33,24.340628515116755,24.821468601557335,28.68210729777815,37.80628759712811
34,17.482466867597065,20.324075869867738,18.38573109028921,19.810261455154077
35,21.50044972124913,18.98613090059449,34.83603905871192,29.687931741842874
36,24.38176347355224,35.31214747716718,27.986580443879415,27.616532044482497
37,19.29755224598971,19.080221794836365,19.58843013657014,29.107693881329755
38,22.155132514892458,21.648539552008174,24.549815776619287,24.74964487353565
39,29.722026541698696,43.83130942395132,33.59764912885489,49.70250935310289
40,20.775571696800345,24.200331023889866,26.359014854887135,22.505683987862295
41,18.81936815803114,21.305573118480204,19.00820603809088,19.431690069498714
42,22.375458219202805,20.330046524938805,27.82116216431121,44.213926390049906
43,19.0803868274529,18.129455936864048,21.67028542391835,25.50917944375092
44,24.58948639662035,28.30816657635901,25.85391685975496,25.294762056626286
45,16.146441018974738,16.010021779989778,17.34130125908674,16.22126882429232
46,20.008886842476542,29.16980258359878,19.93784221013474,28.540781722304082
47,24.52950851475655,26.883390744227242,24.76906397291111,28.24414767163172
48,17.08983275850655,18.87586326842098,19.712381714015013,28.90271391679724
49,18.796597107333138,20.99203661703879,22.07665506280128,35.33713235524904
